@relation final

@attribute Loan_ID {LP001002,LP001003,LP001005,LP001006,LP001008,LP001011,LP001013,LP001014,LP001018,LP001020,LP001024,LP001027,LP001028,LP001029,LP001030,LP001032,LP001034,LP001036,LP001038,LP001041,LP001043,LP001046,LP001047,LP001050,LP001052,LP001066,LP001068,LP001073,LP001086,LP001087,LP001091,LP001095,LP001097,LP001098,LP001100,LP001106,LP001109,LP001112,LP001114,LP001116,LP001119,LP001120,LP001123,LP001131,LP001136,LP001137,LP001138,LP001144,LP001146,LP001151,LP001155,LP001157,LP001164,LP001179,LP001186,LP001194,LP001195,LP001197,LP001198,LP001199,LP001205,LP001206,LP001207,LP001213,LP001222,LP001225,LP001228,LP001233,LP001238,LP001241,LP001243,LP001245,LP001248,LP001250,LP001253,LP001255,LP001256,LP001259,LP001263,LP001264,LP001265,LP001266,LP001267,LP001273,LP001275,LP001279,LP001280,LP001282,LP001289,LP001310,LP001316,LP001318,LP001319,LP001322,LP001325,LP001326,LP001327,LP001333,LP001334,LP001343,LP001345,LP001349,LP001350,LP001356,LP001357,LP001367,LP001369,LP001370,LP001379,LP001384,LP001385,LP001387,LP001391,LP001392,LP001398,LP001401,LP001404,LP001405,LP001421,LP001422,LP001426,LP001430,LP001431,LP001432,LP001439,LP001443,LP001448,LP001449,LP001451,LP001465,LP001469,LP001473,LP001478,LP001482,LP001487,LP001488,LP001489,LP001491,LP001492,LP001493,LP001497,LP001498,LP001504,LP001507,LP001508,LP001514,LP001516,LP001518,LP001519,LP001520,LP001528,LP001529,LP001531,LP001532,LP001535,LP001536,LP001541,LP001543,LP001546,LP001552,LP001560,LP001562,LP001565,LP001570,LP001572,LP001574,LP001577,LP001578,LP001579,LP001580,LP001581,LP001585,LP001586,LP001594,LP001603,LP001606,LP001608,LP001610,LP001616,LP001630,LP001633,LP001634,LP001636,LP001637,LP001639,LP001640,LP001641,LP001643,LP001644,LP001647,LP001653,LP001656,LP001657,LP001658,LP001664,LP001665,LP001666,LP001669,LP001671,LP001673,LP001674,LP001677,LP001682,LP001688,LP001691,LP001692,LP001693,LP001698,LP001699,LP001702,LP001708,LP001711,LP001713,LP001715,LP001716,LP001720,LP001722,LP001726,LP001732,LP001734,LP001736,LP001743,LP001744,LP001749,LP001750,LP001751,LP001754,LP001758,LP001760,LP001761,LP001765,LP001768,LP001770,LP001776,LP001778,LP001784,LP001786,LP001788,LP001790,LP001792,LP001798,LP001800,LP001806,LP001807,LP001811,LP001813,LP001814,LP001819,LP001824,LP001825,LP001835,LP001836,LP001841,LP001843,LP001844,LP001846,LP001849,LP001854,LP001859,LP001864,LP001865,LP001868,LP001870,LP001871,LP001872,LP001875,LP001877,LP001882,LP001883,LP001884,LP001888,LP001891,LP001892,LP001894,LP001896,LP001900,LP001903,LP001904,LP001907,LP001908,LP001910,LP001914,LP001915,LP001917,LP001922,LP001924,LP001925,LP001926,LP001931,LP001935,LP001936,LP001938,LP001940,LP001945,LP001947,LP001949,LP001953,LP001954,LP001955,LP001963,LP001964,LP001972,LP001974,LP001977,LP001978,LP001990,LP001993,LP001994,LP001996,LP001998,LP002002,LP002004,LP002006,LP002008,LP002024,LP002031,LP002035,LP002036,LP002043,LP002050,LP002051,LP002053,LP002054,LP002055,LP002065,LP002067,LP002068,LP002082,LP002086,LP002087,LP002097,LP002098,LP002100,LP002101,LP002103,LP002106,LP002110,LP002112,LP002113,LP002114,LP002115,LP002116,LP002119,LP002126,LP002128,LP002129,LP002130,LP002131,LP002137,LP002138,LP002139,LP002140,LP002141,LP002142,LP002143,LP002144,LP002149,LP002151,LP002158,LP002160,LP002161,LP002170,LP002175,LP002178,LP002180,LP002181,LP002187,LP002188,LP002190,LP002191,LP002194,LP002197,LP002201,LP002205,LP002209,LP002211,LP002219,LP002223,LP002224,LP002225,LP002226,LP002229,LP002231,LP002234,LP002236,LP002237,LP002239,LP002243,LP002244,LP002250,LP002255,LP002262,LP002263,LP002265,LP002266,LP002272,LP002277,LP002281,LP002284,LP002287,LP002288,LP002296,LP002297,LP002300,LP002301,LP002305,LP002308,LP002314,LP002315,LP002317,LP002318,LP002319,LP002328,LP002332,LP002335,LP002337,LP002341,LP002342,LP002345,LP002347,LP002348,LP002357,LP002361,LP002362,LP002364,LP002366,LP002367,LP002368,LP002369,LP002370,LP002377,LP002379,LP002386,LP002387,LP002390,LP002393,LP002398,LP002401,LP002403,LP002407,LP002408,LP002409,LP002418,LP002422,LP002424,LP002429,LP002434,LP002435,LP002443,LP002444,LP002446,LP002447,LP002448,LP002449,LP002453,LP002455,LP002459,LP002467,LP002472,LP002473,LP002478,LP002484,LP002487,LP002489,LP002493,LP002494,LP002500,LP002501,LP002502,LP002505,LP002515,LP002517,LP002519,LP002522,LP002524,LP002527,LP002529,LP002530,LP002531,LP002533,LP002534,LP002536,LP002537,LP002541,LP002543,LP002544,LP002545,LP002547,LP002555,LP002556,LP002560,LP002562,LP002571,LP002582,LP002585,LP002586,LP002587,LP002588,LP002600,LP002602,LP002603,LP002606,LP002615,LP002618,LP002619,LP002622,LP002624,LP002625,LP002626,LP002634,LP002637,LP002640,LP002643,LP002648,LP002652,LP002659,LP002670,LP002682,LP002683,LP002684,LP002689,LP002690,LP002692,LP002693,LP002697,LP002699,LP002705,LP002706,LP002714,LP002716,LP002717,LP002720,LP002723,LP002729,LP002731,LP002732,LP002734,LP002738,LP002739,LP002740,LP002741,LP002743,LP002753,LP002755,LP002757,LP002767,LP002768,LP002772,LP002776,LP002777,LP002778,LP002784,LP002785,LP002788,LP002789,LP002792,LP002794,LP002795,LP002798,LP002804,LP002807,LP002813,LP002820,LP002821,LP002832,LP002833,LP002836,LP002837,LP002840,LP002841,LP002842,LP002847,LP002855,LP002862,LP002863,LP002868,LP002872,LP002874,LP002877,LP002888,LP002892,LP002893,LP002894,LP002898,LP002911,LP002912,LP002916,LP002917,LP002925,LP002926,LP002928,LP002931,LP002933,LP002936,LP002938,LP002940,LP002941,LP002943,LP002945,LP002948,LP002949,LP002950,LP002953,LP002958,LP002959,LP002960,LP002961,LP002964,LP002974,LP002978,LP002979,LP002983,LP002984,LP002990}
@attribute Gender {Male,Female}
@attribute Married {No,Yes}
@attribute Dependents {0,1,2,3+}
@attribute Education {Graduate,'Not Graduate'}
@attribute Self_Employed {No,Yes}
@attribute ApplicantIncome numeric
@attribute CoapplicantIncome numeric
@attribute LoanAmount numeric
@attribute Loan_Amount_Term numeric
@attribute Credit_History {0,1}
@attribute Property_Area {Urban,Rural,Semiurban}
@attribute Loan_Status {true,false}
@attribute LoanAmount_log numeric
@attribute TotalIncome numeric
@attribute TotalIncome_log numeric

@data
LP002755,Male,Yes,1,'Not Graduate',No,2239,2524,128,360,1,Urban,true,4.859812,4763,8.468843
LP002757,Female,Yes,0,'Not Graduate',No,3017,663,102,360,1,Semiurban,true,4.634729,3680,8.21094
LP002767,Male,Yes,0,Graduate,No,2768,1950,155,360,1,Rural,true,5.049856,4718,8.459352
LP002768,Male,No,0,'Not Graduate',No,3358,0,80,36,1,Semiurban,false,4.394449,3358,8.119399
LP002772,Male,No,0,Graduate,No,2526,1783,145,360,1,Rural,true,4.983607,4309,8.368693
LP002776,Female,No,0,Graduate,No,5000,0,103,360,0,Semiurban,false,4.644391,5000,8.517393
LP002777,Male,Yes,0,Graduate,No,2785,2016,110,360,1,Rural,true,4.70953,4801,8.476788
LP002778,Male,Yes,2,Graduate,Yes,6633,0,146,360,0,Rural,false,4.866325,6633,8.799963
LP002784,Male,Yes,1,'Not Graduate',No,2492,2375,146,360,1,Rural,true,4.866325,4867,8.490438
LP002785,Male,Yes,1,Graduate,No,3333,3250,158,360,1,Urban,true,5.068904,6583,8.792398
LP002788,Male,Yes,0,'Not Graduate',No,2454,2333,181,360,0,Urban,false,5.204007,4787,8.473868
LP002789,Male,Yes,0,Graduate,No,3593,4266,132,180,0,Rural,false,4.890349,7859,8.969542
LP002792,Male,Yes,1,Graduate,No,5468,1032,26,360,1,Semiurban,true,3.295837,6500,8.779711
LP002794,Female,No,0,Graduate,No,2667,1625,84,360,1,Urban,true,4.442651,4292,8.364741
LP002795,Male,Yes,3+,Graduate,Yes,10139,0,260,360,1,Semiurban,true,5.56452,10139,9.224243
LP002798,Male,Yes,0,Graduate,No,3887,2669,162,360,1,Semiurban,true,5.09375,6556,8.788288
LP002804,Female,Yes,0,Graduate,No,4180,2306,182,360,1,Semiurban,true,5.209486,6486,8.777555
LP002807,Male,Yes,2,'Not Graduate',No,3675,242,108,360,1,Semiurban,true,4.691348,3917,8.273337
LP002813,Female,Yes,1,Graduate,Yes,19484,0,600,360,1,Semiurban,true,6.398595,19484,9.8774
LP002820,Male,Yes,0,Graduate,No,5923,2054,211,360,1,Rural,true,5.356586,7977,8.984443
LP002821,Male,No,0,'Not Graduate',Yes,5800,0,132,360,1,Semiurban,true,4.890349,5800,8.665786
LP002832,Male,Yes,2,Graduate,No,8799,0,258,360,0,Urban,false,5.556828,8799,9.082507
LP002833,Male,Yes,0,'Not Graduate',No,4467,0,120,360,1,Rural,true,4.795791,4467,8.404696
LP002836,Male,No,0,Graduate,No,3333,0,70,360,1,Urban,true,4.26268,3333,8.111928
LP002837,Male,Yes,3+,Graduate,No,3400,2500,123,360,0,Rural,false,4.820282,5900,8.682877
LP002840,Female,No,0,Graduate,No,2378,0,9,360,1,Urban,false,2.302585,2378,7.774436
LP002841,Male,Yes,0,Graduate,No,3166,2064,104,360,0,Urban,false,4.65396,5230,8.562358
LP002842,Male,Yes,1,Graduate,No,3417,1750,186,360,1,Urban,true,5.231109,5167,8.550241
LP002847,Male,Yes,0,Graduate,No,5116,1451,165,360,0,Urban,false,5.111988,6567,8.789965
LP002855,Male,Yes,2,Graduate,No,16666,0,275,360,1,Urban,true,5.620401,16666,9.721186
LP002862,Male,Yes,2,'Not Graduate',No,6125,1625,187,480,1,Semiurban,false,5.236442,7750,8.955577
LP002863,Male,Yes,3+,Graduate,No,6406,0,150,360,1,Semiurban,false,5.01728,6406,8.765146
LP002868,Male,Yes,2,Graduate,No,3159,461,108,84,1,Urban,true,4.691348,3620,8.194506
LP002872,Male,Yes,0,Graduate,No,3087,2210,136,360,0,Semiurban,false,4.919981,5297,8.575085
LP002874,Male,No,0,Graduate,No,3229,2739,110,360,1,Urban,true,4.70953,5968,8.694335
LP002877,Male,Yes,1,Graduate,No,1782,2232,107,360,1,Rural,true,4.682131,4014,8.297793
LP002888,Male,No,0,Graduate,No,3182,2917,161,360,1,Urban,true,5.087596,6099,8.716044
LP002892,Male,Yes,2,Graduate,No,6540,0,205,360,1,Semiurban,true,5.327876,6540,8.785845
LP002893,Male,No,0,Graduate,No,1836,33837,90,360,1,Urban,false,4.51086,35673,10.482177
LP002894,Female,Yes,0,Graduate,No,3166,0,36,360,1,Semiurban,true,3.610918,3166,8.06054
LP002898,Male,Yes,1,Graduate,No,1880,0,61,360,1,Rural,false,4.127134,1880,7.539559
LP002911,Male,Yes,1,Graduate,No,2787,1917,146,360,0,Rural,false,4.990433,4704,8.456381
LP002912,Male,Yes,1,Graduate,No,4283,3000,172,84,1,Rural,false,5.153292,7283,8.893435
LP002916,Male,Yes,0,Graduate,No,2297,1522,104,360,1,Urban,true,4.65396,3819,8.248006
LP002917,Female,No,0,'Not Graduate',No,2165,0,70,360,1,Semiurban,true,4.26268,2165,7.680637
LP002925,Male,No,0,Graduate,No,4750,0,94,360,1,Semiurban,true,4.553877,4750,8.46611
LP002926,Male,Yes,2,Graduate,Yes,2726,0,106,360,0,Semiurban,false,4.672829,2726,7.910957
LP002928,Male,Yes,0,Graduate,No,3000,3416,56,180,1,Semiurban,true,4.043051,6416,8.766706
LP002931,Male,Yes,2,Graduate,Yes,6000,0,205,240,1,Semiurban,false,5.327876,6000,8.699681
LP002933,Male,No,3+,Graduate,Yes,9357,0,292,360,1,Semiurban,true,5.680173,9357,9.143987
LP002936,Male,Yes,0,Graduate,No,3859,3300,142,180,1,Rural,true,4.962845,7159,8.876265
LP002938,Male,Yes,0,Graduate,Yes,16120,0,260,360,1,Urban,true,5.56452,16120,9.687878
LP002940,Male,No,0,'Not Graduate',No,3833,0,110,360,1,Rural,true,4.70953,3833,8.251664
LP002941,Male,Yes,2,'Not Graduate',Yes,6383,1000,187,360,1,Rural,false,5.236442,7383,8.907071
LP002943,Male,No,0,Graduate,No,2987,0,88,360,0,Semiurban,false,4.488636,2987,8.00236
LP002945,Male,Yes,0,Graduate,Yes,9963,0,180,360,1,Rural,true,5.198497,9963,9.206734
LP002948,Male,Yes,2,Graduate,No,5780,0,192,360,1,Urban,true,5.26269,5780,8.662332
LP002949,Female,No,3+,Graduate,No,416,41667,350,180,1,Urban,false,5.860786,42083,10.647423
LP002950,Male,Yes,0,'Not Graduate',No,2894,2792,155,360,1,Rural,true,5.049856,5686,8.645938
LP002953,Male,Yes,3+,Graduate,No,5703,0,128,360,1,Urban,true,4.859812,5703,8.648923
LP002958,Male,No,0,Graduate,No,3676,4301,172,360,1,Rural,true,5.153292,7977,8.984443
LP002959,Female,Yes,1,Graduate,No,12000,0,496,360,1,Semiurban,true,6.20859,12000,9.392745
LP002960,Male,Yes,0,'Not Graduate',No,2400,3800,146,180,1,Urban,false,4.866325,6200,8.732466
LP002961,Male,Yes,1,Graduate,No,3400,2500,173,360,1,Semiurban,true,5.159055,5900,8.682877
LP002964,Male,Yes,2,'Not Graduate',No,3987,1411,157,360,1,Rural,true,5.062595,5398,8.593969
LP002974,Male,Yes,0,Graduate,No,3232,1950,108,360,1,Rural,true,4.691348,5182,8.553139
LP002978,Female,No,0,Graduate,No,2900,0,71,360,1,Rural,true,4.276666,2900,7.972811
LP002979,Male,Yes,3+,Graduate,No,4106,0,40,180,1,Rural,true,3.713572,4106,8.320448
LP002983,Male,Yes,1,Graduate,No,8072,240,253,360,1,Urban,true,5.537334,8312,9.025576
LP002984,Male,Yes,2,Graduate,No,7583,0,187,360,1,Urban,true,5.236442,7583,8.933796
LP002990,Female,No,0,Graduate,Yes,4583,0,133,360,0,Semiurban,false,4.89784,4583,8.430327
